,lang,class,message,created_time,month,year,platform,Unnamed: 0,username
19,filipino,n,ito ang gamot sa covid .kumuha ng sariwang dahon ng sambong hugasan maigi ilagay sa pitcher lagyan ng inumin tubig punuin .yan ang pinaka tubig mo buong araw at gabi . bawat bawas ng tubig dadagdagan ng tubig. bawas dagdag hayaan lang na nakababad ang dahon .kung may virus ka dudumi ka ng tubig dalawa beses .tuloy mo lang pag inom hanggang tatlo araw .magiging ok ka na .kung wala ka virus normal lang dumi mo matigas pa nga minsan .bawal lang sa buntis,2021-02-27 11:49:55+00:00,february,2021.0,Facebook,,
20,filipino,n,isa lang dapat yung bakuna para reduced yung risks. hindi prudent yung maraming bakuna. dapat yung may pinakarecent na highest uptick na +% recovery ang titignan.. yung bakuna na maganda ang stats. dapat nga libre itong bakuna kasi galing ito problemang ito sa mga taong mayaybang at gahaman. gumagawa lang sila ng problema wala naman silang solusyon dapat yung mga yun nalang magshoulder ng expenses ng libre bakuna.,2021-01-28 10:13:05+00:00,january,2021.0,Facebook,,
21,filipino,n,kailangan palakasin ang resistensya ng tao yun ang panlaban sa covid iwas masamang bisyo!,2020-08-27 09:23:22+00:00,august,2020.0,Facebook,,
22,filipino,n,Yan ang problema sa atin. Nakalockdown tayo pero pinapayagang pumasok yung galing sa abroad. Walang silbe lockdown natin kung ganyan,2020-05-11 09:05:07+00:00,May,2020.0,Facebook,,
23,filipino,n,kawawang pinas masaya mga tamad iwas covid di muna lalabas magisang taon na,2021-02-24 02:26:47+00:00,february,2021.0,Facebook,,
24,filipino,n,grabe na nadudulot nitong pandemic sa mental health ko:( tulong,2020-06-22 08:04:00+00:00,June,2020.0,Twitter,,
25,filipino,n,"sobrang naaawa ako sa mga magulang na sinikap mabigyan ng pang tuition mga anak nila this pandemic tapos may gana pa yung mga prof na magbigay ng mababang grade, sana minsan naiisip nyo rin yung hirap ng magulang. alam nyo naman kung sinisikap ng studyante maka catchup o hindi.",2021-01-28 03:40:51+00:00,January,2021.0,Twitter,,
26,filipino,n,"Nung January pa dapat ako nabakunahan e nauna nagkavirus edi hindi natuloy. March may pabakuna drive ang company, hindi naman ako pwede dahil 90 days daw mula date na positive ang pcr. Ngayon patapos na si 90 days, ang hirap naman kumuha ng appointment. Ubusan slots. Awit. Lol",2021-04-29 12:14:47+00:00,April,2021.0,Twitter,,
27,filipino,n,"Lord tama na po ang problema at sakit😔💔 sobrang hirap na po, di lang po sa akin pati sa mga taong nakakaranas din ng mga problema at nakakaramdam ng sakit sana po matapos na lahat ng to",2021-04-29 01:46:13+00:00,April,2021.0,Twitter,,
28,filipino,n,Tanga rin ng mga ito. Kung inayos niyo simulat sapul ang pandemic response niyo e di sana hindi kayo parang mga timang na hirap na hirap baguhin ang narrative. ang gulo niyo,2021-04-28 16:25:54+00:00,April,2021.0,Twitter,,
29,filipino,n,ipaliwanag mo kung anong naitulong ng mga pulis nitong pandemic kumpara sa mga doctors and nurses na halos magbuwis ng buhay?! putangina nakakagalit kayo!,2020-11-25 20:32:53+00:00,November,2020.0,Twitter,,
30,english,n,"YES i am blaming the administration. YES i am blaming the president. YES because they should be held ACCOUNTABLE of their ""actions"" in this pandemic and calamity. and you're out here rating shit ass tweets about how i should not blame the president? ",2020-11-14 14:58:44+00:00,November,2020.0,Twitter,,
31,filipino,n,nakakagalit lang na di na naawa mga tao dito nanakawan pa si mama ng pera tangina pandemic ngayon tapos nasa loob pa ng bahay nyo yung magnanakaw nakakaputangina,2020-09-04 15:54:06+00:00,September,2020.0,Twitter,,
32,filipino,n,"@KayeLacio Hindi ba nila naisip na yung frontliners natin ang very reason bakit, kahit paano, surviving pa rin tayo. Yung frontliners natin ang gumagawa ng lahat at sumasalo ng lahat ng kapalpakan nila sa paghandle ng pandemic na ‘to.   Tapos gagaguhin lang nila nang ganyan. Nakakagalit",2020-08-01 20:43:21+00:00,August,2020.0,Twitter,,
33,filipino,n,"""para tunay na maging kumpiyansa sa covid vaccines ang mga filipino ay mga taga gobyerno",,february,2021.0,Facebook,,
34,taglish,n,kailan po ba mawawala ang covid at lockdown gusto ko na po mag face to face sa school po miss ko na po yung mga classmate ko at teacher ko po,2020-12-29 03:05:46+00:00,december,2020.0,Facebook,,
35,filipino,n,ang mabuti sa inyo pag wala kayo magawa baba na kayo ang haba ng panahon natakot sa sintoma sa virus na yan hahaha mangatuwiran pa kayo ang tagal walang sulotion sa sintumas lang nahirapan natakot hahaha ang daming katuwiran useless lang yan kadalasan na matay hindi virus ang dahilan ibang sakit hahaha kahit ano nalang katuwiran para paniwalaan,2020-12-27 16:04:00+00:00,december,2020.0,Facebook,,
36,filipino,n,"basta pera lagi sabi at bilang sa covid, kahit alam ninyo mga doctor at doh na walang covid, ang kapal ng mukha ninyo, ang karma tatama sa inyo at sa pamilya ninyo, si god ang magbigay ng parusa sa inyo",2020-12-25 13:05:48+00:00,december,2020.0,Facebook,,
37,english,n,a living proof that covid is fake. the president of tanzania fooled with first wave the w.h.o. its all just a scamdemic 🤷‍♀️,2020-11-05 15:28:28+00:00,november,2020.0,Facebook,,
38,filipino,n,1 or 2 years bago lumabas ang sintomas ng vaccine pag naagnas n zombie san tayo magtatago sa grocery para kompleto na,2020-11-06 06:15:49+00:00,november,2020.0,Facebook,,
39,filipino,n,ibalik nyo na sa normal ang panahon kalokohan nyo eh wala naman covid,2020-11-06 02:35:08+00:00,november,2020.0,Facebook,,
40,english,n,"before, i thought ""generic"" only refer to meds. but now, i realize that all sickness causing death has ""generic name"" ",2020-11-05 14:52:57+00:00,november,2020.0,Facebook,,
41,taglish,n,"today, I woke up to this news and sobrang nakakagalit how OUR government officials are much more willing to prioritize things na lalong magpapahirap sa mga tao kesa sa punan ‘yung mga pangangailangan ngayong pandemic.",2020-06-11 14:50:34+00:00,June,2020.0,Twitter,,
42,filipino,n,"kung wala lang pandemic, ramdam ko na kayang kaya natin sumabak sa lansangan para ipaglaban yung karapatan natin. kung nakapagmass testing na at flatten the curve na sana, ang dami na natin sigurong galit at nakikibaka sa lansangan. nakakagalit na wala tayong magawa",2020-05-30 10:12:18+00:00,May,2020.0,Twitter,,
43,taglish,n,ayaw tanggapin ng doh ang anomang lumalabas na gamot na pweding makatulong sa mga covid victim dahil hindi pa daw tested at wala pang peer review. pero atat na atat sa vaccine na ilalabas ng who. bakit tested na rin ba yon? hindi pa nga nagagawa.,2020-06-17 12:57:20+00:00,june,2020.0,Facebook,,
44,filipino,n,talaga naman gumaling dahil wala naman covid.,2020-11-15 08:07:28+00:00,november,2020.0,Facebook,,
45,taglish,n,"kabaliktaran talaga...dying na ang mga nasalanta tapos yang protocol mo doh na naman ang inuuna mo, you are killing the victim of typhoon softly...pustahan tayo kung my macovid dyan sa evacuation center, yung totoong report ay hindi yung manipulated na naman",2020-11-13 13:22:01+00:00,november,2020.0,Facebook,,
46,filipino,n,covid nanaman ang sasabihin yan ng duque nyan.tumulong ka duque hindi ung covid ang inaatupag mo wala ng maniniwala sa inyo kung covid lang ang pinunta mo dyan.,2020-11-13 13:28:41+00:00,november,2020.0,Facebook,,
47,taglish,n,how could we take care of ourselves when it seems marami ng tao sa labas even na nag iingat tayo the virus is everywhere dapat talaga strict implementation ng quarantine one time big time lockdwn for a week or two wala talaga labasan mahirap alam ko kesa naman trial and error ginagawa natin.,2020-06-05 05:25:38+00:00,june,2020.0,Facebook,,
48,english,n,the who looks to make 7 billion from tests and 10 billion from vaccines per year. that's why this is a pandemic. no other reason. although total control for the nwo weighs in heavily. doh gets a chunk of the money.,2020-08-30 09:15:55+00:00,august,2020.0,Facebook,,
49,english,n,1918 pandemic due to vaccination also known as spanish flu 2021 pandemic due to vaccination to be known as covid19 flu plandemic.,2020-11-03 10:18:37+00:00,november,2020.0,Facebook,,
50,english,n,as soon as doh stopped listing the labs that didn't submit reports on time the numbers increased. i say restart this shaming campaign again. whatever it takes to get people to do their jobs...,2020-10-07 08:13:47+00:00,october,2020.0,Facebook,,
51,filipino,n,namamatay sa ospital covid agad tapos idadagdag nila sa cases mga mukha ngang pera kasi may reward ung doh tama na pasikat kawawa na ung mga kapwa pilipino dahil sa inyo 😈😈wala na makain at wala trabaho,2020-08-25 08:04:40+00:00,august,2020.0,Facebook,,
52,taglish,n,"bakit kami matatakot eh pcr test result lang yan which is false positive, i wonder why they use that and never change it to the more acurate\",2020-10-16 10:53:11+00:00,october,2020.0,Facebook,,
53,english,n,praying for a covid-19 free pilipinas.😊,2020-10-16 09:36:04+00:00,october,2020.0,Facebook,,
54,taglish,n,if covid19 is contageous bakit walang sariling trash bin ang mga facemask?,2020-09-16 07:23:33+00:00,september,2020.0,Facebook,,
55,filipino,n,kasi yung iba hindi pa sila nakakavirus dahil hindi sila nagkakatrabaho dahil isip nila akala nila niloloko ng gobyerno mali sila dahil pinag iingat lang ang tao sa pilipinas laban sa covid virus sintomas ng lungs kanser bacteria na kaya niyang kumalat sa iba pang parte ng tao tapos sinisisi nila ang presidente dahil sa kanilang batikos kahit yung mga nagreklamo alam nila mag basher ang tao dahil wala na silang mabili ng gadjet kukulitin nila ang gobyerno para bumalik lalabas ang lahat ng tao dadami naman ang death cases total niyan ay napupunta sa impiyerno nakatala na yan sa ugali ng tao na hindi sumusunod sa alituntunin,2020-09-23 11:08:23+00:00,september,2020.0,Facebook,,
56,english,n,"the definition of insanity is to try the same thing over and over again, expecting a different result.",2020-09-30 16:14:53+00:00,september,2020.0,Facebook,,
57,english,n,"""updated quarantine recommendations for vaccinated persons. fully vaccinated persons who meet criteria will no longer be required to quarantine following an exposure to someone with covid-19. additional considerations for patients and residents in healthcare settings are provided."" --these are the criteria you need to meet for it to be considered safe: it's been at least two weeks since you received your second vaccine dose",,february,2021.0,Facebook,,
58,filipino,n,e sa ibang countries konti pa lang nabakunahan. sis ko sa us may or june sched. sa mid east yung china gamit karamihan. pero once dumating naman bakuna dito dami pa ring angal,2021-02-21 14:11:28+00:00,february,2021.0,Facebook,,
59,filipino,n,di totoo yan mga deads na yan namatay sa ibang sakit covid na porket na er. namatay sa aksidente namatay sa ospital ilalagay ata covid,2021-02-20 08:07:02+00:00,february,2021.0,Facebook,,
60,filipino,n,paasa lang muna wala pang bakuna umasa muna kayo di pa namin alam ang kupitan eh,2021-02-19 12:59:13+00:00,february,2021.0,Facebook,,
61,filipino,n,balitang covid walang kwenta,2021-02-19 13:13:30+00:00,february,2021.0,Facebook,,
62,filipino,n,bahala kayo sa buhay niyo. wala na akong pakialam sa #covidiots,,february,2021.0,Facebook,,
63,english,n,unbelievable !and unreliable vaccines!,2021-02-19 10:37:31+00:00,february,2021.0,Facebook,,
64,filipino,n,mukhang sa 2030 pa darating ang bakuna kawawang pilipino pinapahirapan ng kapwa,2021-02-18 12:56:42+00:00,february,2021.0,Facebook,,
65,filipino,n,puro kayo ganyan nasaan na ang bakuna? hindi hanggang simulation nalang kayo,2021-02-18 13:08:10+00:00,february,2021.0,Facebook,,
66,filipino,n,gantong month talaga maraming nagkakasakit dulot ng pabago bago ang lagay ng panahon kaya may mga nagkakaroon ng ubo at sipon may mga nagkaka lagnat tapos pagka nagpa check up covid agad positive agad haha ngayon lang walang namatay na hindi covid ang resulta,,march,2021.0,Facebook,,
67,filipino,n,plano nyan vaccine na yan matagal nakatago sa china bago yong pinalabas nyo na virus si bill gates gumawa nyan,2021-03-23 06:27:16+00:00,march,2021.0,Facebook,,
68,taglish,n,kahit may bakuna nagkakaron pa rin ng hawaan sa covid whats the point of your vaccine,2021-03-23 06:29:00+00:00,march,2021.0,Facebook,,
69,filipino,n,nakakapagtaka lang kung bakit ngayong may covid vaccine ay lalong dumami ang may covid,2021-03-23 02:51:40+00:00,march,2021.0,Facebook,,
70,filipino,n,kung may covid19 may vaccine negosyo. sige maniwala pa kayo sa covid,2021-03-23 03:10:46+00:00,march,2021.0,Facebook,,
71,filipino,n,hindi nyo ba nahalata. daming na infected. dadag order yan sa bakuna ,,march,2021.0,Facebook,,
72,english,n,why do they have to donate half of their purchases to the government? where are the billions of loans just to procure those vaccines?,2021-03-23 04:19:33+00:00,march,2021.0,Facebook,,
73,filipino,n,ang covid parang laglag bala lang yan pinagkaperahan.. grabeng pangulimbat nila sa negosyong swab test,,march,2021.0,Facebook,,
74,english,n,is this fake news again or being covered-up by media and super rich family?,2021-04-29 10:53:50+00:00,april,2021.0,Facebook,,
75,filipino,n,salamat po kompleto na po 2 dose ng bakuna ko taga tondo po ako.,2021-04-29 10:55:17+00:00,april,2021.0,Facebook,,
76,filipino,n,tuloy pa rin ang mass recovery kahit na mas marami pa ang nagkumpirma sa covid!,2021-04-29 08:00:21+00:00,april,2021.0,Facebook,,
77,filipino,n,"simple lang ang style ng covid, kapag takot ka at stress aatakihin ka ng mataas na air pollution mabilis lumala ang sakit",2021-04-28 20:05:10+00:00,april,2021.0,Facebook,,
78,filipino,n,"di ko po maintindihan, naging positive ako sa covid 😅 nagka lagnat ako dahil sa uti pero ginawang covid. okay po. salamat sa perwisyo.",2021-04-28 21:34:42+00:00,april,2021.0,Facebook,,
79,taglish,n,gamot sa covid think positive,2021-04-28 22:51:05+00:00,april,2021.0,Facebook,,
80,english,n,doh should show in its daily covid-19 update if the increase in the covid-19 cases is proportional to an increase in number of tests being conducted daily by including in your presentation the total number of test results that came out for the day. i believe this will cause a better appreciation of the daily covid-19 data being presented by doh!,2020-08-03 15:09:10+00:00,august,2020.0,Facebook,,
81,english,n,marolita flores colina no more normal sickness. it is all covid. even our anxiety and stress are all covid.,2021-01-23 08:16:10+00:00,january,2021.0,Facebook,,
82,filipino,n,kayo ang nakakalat dapat kayo ang mawala pag nawala kayo wala ng salitang covid at walang cases na bilang,2020-08-21 01:21:20+00:00,august,2020.0,Facebook,,
83,taglish,n,ayaw niyo kasi sa herbal medicine walang herbalist na namatay sa covid. .,2020-08-17 12:14:56+00:00,august,2020.0,Facebook,,
84,english,n,"yah its happening in any continent, just take precautions, keep safe",2020-08-15 11:53:33+00:00,august,2020.0,Facebook,,
85,taglish,n,wala pong gamot sa covid. once positive ikaw lang magpapagaling sa sarili mo (pra sa mga asymptomatic at mild cases).,2020-08-15 14:06:26+00:00,august,2020.0,Facebook,,
86,taglish,n,sana ma gawan na nang gamot para sa covid kawawa kasi yong nawawalan ng mahal sa buhay. lord please heal the world amen 🙏❤,2020-08-03 15:59:49+00:00,august,2020.0,Facebook,,
87,taglish,n,"when you review the movie of jang jaeung many of chinese died cause of food poisoning but now the virus begins again but this are pandemic my question is what is the solution could not happened again ? vaccine na ba ang kasagutan....why? do experts . study on china where and stop that virus ..and not happened again,..that's all thank you,..",2021-01-21 15:27:56+00:00,january,2021.0,Facebook,,
88,filipino,n,"sana sa pagkakataong ito huwag pilitin ang ayaw magpa bakuna kung sino may gusto yun lang yun wag na pwersahin ang iba,,",2021-01-24 10:59:32+00:00,january,2021.0,Facebook,,
89,filipino,n,makinig kayo sa programa ng mga media men tulad ni ted fylon sa radio 5 at sa dww 774 kung paano napaguusapan ang kaduda dudang bakuna. nandyan ang kaduda dudang covid iba ibang presyo at epekto ng gamot. takot na mga tao tulad din yan ng dengvacia na kumitil ng maraming tao. kaya dapat naman sana kayong mga nasa gobyerno mag malasakit sa taong bayan. hindi bulsa ng ilan ang pinoprotektahan. kilala na modus ng ilan sa inyo dyan sa gov. malasakit hindi pang gigipit,2021-01-24 13:04:07+00:00,january,2021.0,Facebook,,
90,english,n,"we dont want a vaccine, we want a cure",2021-01-24 13:01:40+00:00,january,2021.0,Facebook,,
91,english,n,"inquiries to doh: as we have the new covid19 variant from uk, we would like to verify if doh will implement a new or extended period of quarantine? based on the initial reports, the case from bontoc province arrived in the country on 13-dec. he was immediately tested then the result came up a day after, 14-dec as negative. we thought that our government will isolate them for minimum of 14days. in his case, on the 25th of dec (which was on his 12th day of strict isolation) he attended a family gathering in their barangay. on the 29th of dec (17th day upon arrival in the philippines) the index patient shown some signs and symptoms as well as some of those who participated on the same event. a later on proven as new covid19 cases (genome variant still to be confirmed). may we know if doh will consider to review the recommended quarantine period to prevent the transmission to others?",2021-01-25 23:01:55+00:00,january,2021.0,Facebook,,
92,filipino,n,"utot bakunahan ninyo inyong mga sarili ,dahil may kasabihan kung sino itong nakakaalam sa covid siyang may covid ,kaya unahin ang mga sarili ninyo ,mga doctor nurse frontliner, kapitan konsehal mayor gobenador congressman ,senador presidente mga general mga pulis sundalo lahat nga uri ng militar ,kayo ang magbakunahan , ginugutom na ninyo ang mga tao,pa kunwari pa kayo",2021-01-27 06:15:31+00:00,january,2021.0,Facebook,,
93,filipino,n,Yes po tulong tulong sa pagsulong nating lahat kaya ang Isa ay obligasyon nating  magdasal para sa ating pamilya at para sa buong mundo na ang covid na to ay mawala na,2020-12-11 09:22:46+00:00,December,2020.0,Facebook,,
94,english,n,Ingat always.. Praying for their fast recovery... And everyone's health and safety,2020-08-11 17:17:23+00:00,August,2020.0,Facebook,,
95,english,n,Suggestion... Close the boarders of CAR or Benguet just too prevent any more cases from coming in... praying for fast recovery for the fellow igos and for Benguet...,2020-08-01 05:15:24+00:00,August,2020.0,Facebook,,
96,taglish,n,Princess Mae Agad you missed my point. ang sinasabi ko. since hindi naman handa ang mga tao sa gantong sitwasyon. wala tayo magagawa. there will be no lockdown. no lockdown means covid is unstoppable. hindi naman kasi lahat nang tao nag papractice nang proper social distancing.. i could show you a lot of pics ive taken sa trading post at kung saan saan pa. kung gusto niyo walang lockdown then lets just accept the fact na hindi na matatapos tong covid. except kung may vaccine of course.,2020-06-17 14:34:01+00:00,June,2020.0,Facebook,,
97,filipino,n,paasa lang muna wala pang bakuna umasa muna kayo di pa namin alam ang kupitan eh,2021-02-19 12:59:13+00:00,february,2021.0,Facebook,,
